0 	  9e-09
10000 	  0.00164175
20000  0.003515
30000  0.005048
40000  0.007929
50000  0.011119
60000  0.011291
70000  0.013667
80000  0.016779
90000  0.019816
100000  0.023346
110000  0.021314
120000  0.023561
130000  0.025558
140000  0.028153
150000  0.030876
160000  0.03357
170000  0.036454
180000  0.04037
190000  0.044068
200000  0.046656
210000  0.040295
220000  0.043096
230000  0.045229
240000  0.047684
250000  0.050926
260000  0.053947
270000  0.055618
280000  0.05928
290000  0.061019
300000  0.064688
310000  0.067217
320000  0.070906
330000  0.07335
340000  0.077651
350000  0.104912
360000  0.087897
370000  0.086633
380000  0.089012
390000  0.092804
400000  0.096255
410000  0.082431
420000  0.08533
430000  0.088287
440000  0.090708
450000  0.092375
460000  0.095856
470000  0.098175
480000  0.101088
490000  0.103271
500000  0.105535
510000  0.109371
520000  0.112368
530000  0.115441
540000  0.120319
550000  0.119405
560000  0.12764
570000  0.130311
580000  0.130819
590000  0.134251
600000  0.134304
610000  0.139112
620000  0.141036
630000  0.14376
640000  0.148169
650000  0.154908
660000  0.155944
670000  0.161085
680000  0.163179
690000  0.163253
700000  0.177194
710000  0.184665
720000  0.175451
730000  0.179558
740000  0.181403
750000  0.185702
760000  0.187045
770000  0.196042
780000  0.198347
790000  0.202595
800000  0.203831
810000  0.206668
820000  0.190507
830000  0.176193
840000  0.178946
850000  0.18686
860000  0.187665
870000  0.201254
880000  0.200203
890000  0.193843
900000  0.1937
910000  0.198151
920000  0.20245
930000  0.209856
940000  0.205715
950000  0.210223
960000  0.211845
970000  0.217266
980000  0.217147
990000  0.219276
1000000  0.227702
